Unnamed: 0,origin_city,title,post_id,price,posted_time,posted_location,scraped_time,post_link,category,cat_code,likelihood_score
114,hudsonvalley,Honda front grill,7812374900,100,21-Dec,Wappingers,14/01/2025 19:53:06,https://hudsonvalley.craigslist.org/pts/d/wappingers-falls-honda-front-grill/7812374900.html,auto parts,pta,1
52,newyork,Disk Brakes Drilled,7813243091,80,26-Dec,Yonkers,15/01/2025 01:29:19,https://newyork.craigslist.org/wch/pts/d/yonkers-disk-brakes-drilled/7813243091.html,auto parts,pta,1
115,longisland,2008 BMW 528i E60 Cat-Back Exhaust Pipe / Resonator/ Muffler (Stock),7815767561,150,7-Jan,Amityville,14/01/2025 22:29:24,https://longisland.craigslist.org/pts/d/amityville-2008-bmw-528i-e60-cat-back/7815767561.html,auto parts,pta,1
72,rochester,Chrysler Pacifica 2017-23 Factory Original OE OEM Carpet Floor Mats,7809613799,45,11-Dec,Rochester,15/01/2025 09:41:51,https://rochester.craigslist.org/pts/d/rochester-chrysler-pacifica-factory/7809613799.html,auto parts,pta,20
13,syracuse,2020+ GM Boss Plow Mount & Wiring,7810994470,800,14-Jan,Buffalo,15/01/2025 11:24:11,https://syracuse.craigslist.org/pts/d/clarence-center-2020-gm-boss-plow-mount/7810994470.html,auto parts,pta,1
19,buffalo,1977-80 Chevy Truck Woodgrain Door Panels,7812912058,0,12-Jan,,14/01/2025 14:09:31,https://buffalo.craigslist.org/pts/d/alden-chevy-truck-woodgrain-door-panels/7812912058.html,auto parts,pta,75
73,rochester,2010-2017 GMC Terrain Door-Drivers Side-Front-Great Shape!,7814235118,150,13-Jan,,15/01/2025 09:39:28,https://rochester.craigslist.org/pts/d/spencerport-gmc-terrain-door-drivers/7814235118.html,auto parts,pta,1
1,hudsonvalley,4 Boss 300-Watts Speakerâ€™s 3 Way Full Range Speakerâ€™s,7817886065,60,13-Jan,Poughkeepsie,14/01/2025 19:51:31,https://hudsonvalley.craigslist.org/pts/d/poughkeepsie-boss-300-watts-speakers/7817886065.html,auto parts,pta,50
49,hudsonvalley,Chevy ls manifold and water pump,7814809577,75,1-Jan,Middletown,14/01/2025 19:52:42,https://hudsonvalley.craigslist.org/pts/d/bloomingburg-chevy-ls-manifold-and/7814809577.html,auto parts,pta,10
72,buffalo,New 82-94 S10 Fender & 2 Grills,7814006726,0,29-Dec,,14/01/2025 14:11:06,https://buffalo.craigslist.org/pts/d/alden-new-s10-fender-grills/7814006726.html,auto parts,pta,80
39,newyork,Pontiac Firebird Glass T-TOPS,7816136471,400,6-Jan,queens,15/01/2025 01:24:55,https://newyork.craigslist.org/que/pts/d/howard-beach-pontiac-firebird-glass-tops/7816136471.html,auto parts,pta,10
106,syracuse,Baldwinsville over poster,7813678043,1,27-Dec,Bville,15/01/2025 11:25:25,https://syracuse.craigslist.org/pts/d/baldwinsville-baldwinsville-over-poster/7813678043.html,auto parts,pta,80
33,newyork,Bimmertech Rear View Camera Retrofit (MMI) for CCC Plus Screen Upgrade,7818270669,450,14-Jan,Long Island City,15/01/2025 01:17:05,https://newyork.craigslist.org/que/pts/d/long-island-city-bimmertech-rear-view/7818270669.html,auto parts,pta,10
31,newyork,cargo bars,7805183762,25,23-Dec,staten island,15/01/2025 01:29:49,https://newyork.craigslist.org/stn/pts/d/staten-island-cargo-bars/7805183762.html,auto parts,pta,1
31,longisland,2006 to 2008 Hond civic coupe rear bumper,7814572962,60,31-Dec,Bellport,14/01/2025 22:30:36,https://longisland.craigslist.org/pts/d/bellport-2006-to-2008-hond-civic-coupe/7814572962.html,auto parts,pta,1
29,newyork,:+:  Door Glass>Back< Driver side for Nissan Rogue,7813350121,55,26-Dec,brooklyn,15/01/2025 01:29:19,https://newyork.craigslist.org/brk/pts/d/door-glassback-driver-side-for-nissan/7813350121.html,auto parts,pta,1
74,newyork,Avaya ACS R6 Processor Module and 3 partner 18d telephones.,7814067464,100,29-Dec,Chester Heights,15/01/2025 01:28:12,https://newyork.craigslist.org/wch/pts/d/mount-vernon-avaya-acs-r6-processor/7814067464.html,auto parts,pta,1
79,buffalo,Camaro Emblems,7801427477,70,10-Dec,,14/01/2025 14:12:16,https://buffalo.craigslist.org/pts/d/north-collins-camaro-emblems/7801427477.html,auto parts,pta,1
34,buffalo,Truck Cap  High Rise,7815951392,400,5-Jan,cowlesville,14/01/2025 14:10:19,https://buffalo.craigslist.org/pts/d/cowlesville-truck-cap-high-rise/7815951392.html,auto parts,pta,5
25,hudsonvalley,Step Bars ( Nerf Bars ) & Running Boards -- Sold & Installed,7806148013,1,28-Dec,EAST FISHKILL,14/01/2025 19:53:06,https://hudsonvalley.craigslist.org/pts/d/hopewell-junction-step-bars-nerf-bars/7806148013.html,auto parts,pta,20
103,longisland,BRAND NEW WEATHER TECH  MATS ACURA TLX,7810533217,75,13-Jan,bAY SHORE,14/01/2025 22:27:49,https://longisland.craigslist.org/pts/d/brightwaters-brand-new-weather-tech/7810533217.html,auto parts,pta,70
107,longisland,Metal Dector top of the line,7809739762,850,11-Dec,Blue Point,14/01/2025 22:32:10,https://longisland.craigslist.org/pts/d/blue-point-metal-dector-top-of-the-line/7809739762.html,auto parts,pta,5
66,newyork,"JEEP GRAND CHEROKEE FLOOR MATS, TRAILER HITCH,ROOF RACK BAR",7809001101,300,1-Jan,Bayside,15/01/2025 01:27:07,https://newyork.craigslist.org/que/pts/d/oakland-gardens-jeep-grand-cherokee/7809001101.html,auto parts,pta,10
102,buffalo,1949-51 MERCURY REBUILT CARBURETOR,7810719394,125,12-Jan,BUFFALO,14/01/2025 14:09:07,https://buffalo.craigslist.org/pts/d/buffalo-mercury-rebuilt-carburetor/7810719394.html,auto parts,pta,5
41,newyork,1984-85 grand national  rims,7814979844,750,9-Jan,Bronx,15/01/2025 01:23:06,https://newyork.craigslist.org/lgi/pts/d/grand-national-rims/7814979844.html,auto parts,pta,5
51,newyork,2006 maxima parting out black on black leather runs and drives,7810536642,0,8-Jan,QUEENS/NYC,15/01/2025 01:23:44,https://newyork.craigslist.org/que/pts/d/fresh-meadows-2006-maxima-parting-out/7810536642.html,auto parts,pta,60
83,newyork,Fram Extra Guard Rigid Panel Air Filter,7815492786,5,14-Jan,Financial District,15/01/2025 01:17:37,https://newyork.craigslist.org/mnh/pts/d/new-york-fram-extra-guard-rigid-panel/7815492786.html,auto parts,pta,5
24,hudsonvalley,Wolo Car / Automobile steering wheel lock,7811894208,25,19-Dec,Rockland County,14/01/2025 19:53:30,https://hudsonvalley.craigslist.org/pts/d/garnerville-wolo-car-automobile/7811894208.html,auto parts,pta,5
5,rochester,67 barracuda notch back.rear glass only.,7812875812,175,14-Jan,U Of R area,15/01/2025 09:39:28,https://rochester.craigslist.org/pts/d/rochester-67-barracuda-notch-backrear/7812875812.html,auto parts,pta,10
97,buffalo,"Dodge ram, 07/08 b/n accelerator pedal with sensor",7808170505,100,4-Jan,Lancaster,14/01/2025 14:10:19,https://buffalo.craigslist.org/pts/d/lancaster-dodge-ram-n-accelerator-pedal/7808170505.html,auto parts,pta,10
17,hudsonvalley,plastics for rear bumper  GMC Silverado,7817819136,25,12-Jan,"Westbrookville, ny",14/01/2025 19:51:31,https://hudsonvalley.craigslist.org/pts/d/westbrookville-plastics-for-rear-bumper/7817819136.html,auto parts,pta,10
18,buffalo,Cadillac - Winter Floor Mats,7802024139,40,13-Dec,Williamsville,14/01/2025 14:12:16,https://buffalo.craigslist.org/pts/d/buffalo-cadillac-winter-floor-mats/7802024139.html,auto parts,pta,10
40,rochester,fuel tank assembly with pump,7807668956,100,3-Jan,henrietta,15/01/2025 09:40:40,https://rochester.craigslist.org/pts/d/rochester-fuel-tank-assembly-with-pump/7807668956.html,auto parts,pta,10
92,chautauqua,SPILT BENCH SEAT,7800503053,95,7-Dec,,14/01/2025 16:49:06,https://chautauqua.craigslist.org/pts/d/erie-spilt-bench-seat/7800503053.html,auto parts,pta,1
54,longisland,Chevy LS  2003 6.0 U eighth digit,7816046691,1000,6-Jan,Holtsville,14/01/2025 22:29:47,https://longisland.craigslist.org/pts/d/holtsville-chevy-ls-eighth-digit/7816046691.html,auto parts,pta,1
1,longisland,"2004-2008 Acura TL Doors (Silver, Grey, Black, White)",7810066943,60,7-Jan,"Amityville, NY",14/01/2025 22:29:47,https://longisland.craigslist.org/pts/d/amityville-acura-tl-doors-silver-grey/7810066943.html,auto parts,pta,10
65,longisland,Snow plow,7811020727,3000,16-Dec,Westbury,14/01/2025 22:31:47,https://longisland.craigslist.org/pts/d/westbury-snow-plow/7811020727.html,auto parts,pta,1
4,longisland,Jeep j10 Grand Wagoneer FSJ Grille Support,7809408412,250,10-Dec,,14/01/2025 22:32:34,https://longisland.craigslist.org/pts/d/upton-jeep-j10-grand-wagoneer-fsj/7809408412.html,auto parts,pta,1
17,newyork,Muffler clamp,7814227958,4,30-Dec,ridgewood,15/01/2025 01:28:12,https://newyork.craigslist.org/que/pts/d/ridgewood-muffler-clamp/7814227958.html,auto parts,pta,1
39,buffalo,"Boat dock box 24"" x 24"" x 60"" Aluminum box",7807981855,450,5-Dec,Tonawanda,14/01/2025 14:12:39,https://buffalo.craigslist.org/pts/d/buffalo-boat-dock-box-24-24-60-aluminum/7807981855.html,auto parts,pta,1
64,longisland,2003 to 2011 LINCOLN TOWN CAR REAR BUMPER BRACKETS,7817348558,125,10-Jan,Bellport,14/01/2025 22:29:01,https://longisland.craigslist.org/pts/d/bellport-2003-to-2011-lincoln-town-car/7817348558.html,auto parts,pta,1
72,longisland,DODGE RAM 1500 RIMS  2025,7804189811,1400,3-Dec,EAST NORWICH,14/01/2025 22:32:58,https://longisland.craigslist.org/pts/d/east-norwich-dodge-ram-1500-rims-2025/7804189811.html,auto parts,pta,1
82,albany,GM 8' long bed Bedliner,7815536221,100,4-Jan,TROY,14/01/2025 12:00:01,https://albany.craigslist.org/pts/d/troy-gm-long-bed-bedliner/7815536221.html,auto parts,pta,1
42,newyork,"MG, MGA, MGB, MIDGET, AUSTIN HEALEY PARTS 1 of 2",7806561969,1,29-Dec,Nassau/Suffolk/Hartford**new photos**,15/01/2025 01:28:12,https://newyork.craigslist.org/lgi/pts/d/west-hempstead-mg-mga-mgb-midget-austin/7806561969.html,auto parts,pta,65
4,newyork,Master Cylinder Pressure Bleeder Cap,7812178595,20,7-Jan,Bayside,15/01/2025 01:24:16,https://newyork.craigslist.org/que/pts/d/bayside-master-cylinder-pressure/7812178595.html,auto parts,pta,5
53,albany,Aluminum radiator from 1994 honda prelude,7815639515,10,4-Jan,Wynantskill,14/01/2025 12:00:01,https://albany.craigslist.org/pts/d/wynantskill-aluminum-radiator-from-1994/7815639515.html,auto parts,pta,20
18,catskills,Goodyear Eagle Touring 245/45/19 98V,7812773580,50,23-Dec,Catskill,14/01/2025 16:14:32,https://catskills.craigslist.org/pts/d/catskill-goodyear-eagle-touring/7812773580.html,auto parts,pta,10
66,newyork,280zx L28et Turbo Longblock,7816353155,2500,7-Jan,yonkers,15/01/2025 01:24:16,https://newyork.craigslist.org/wch/pts/d/yonkers-280zx-l28et-turbo-longblock/7816353155.html,auto parts,pta,5
84,newyork,1969-1972 Chevelle 350 2bbl Air Cleaner Camaro Nova Impala,7802925006,125,15-Dec,Bay Shore,15/01/2025 01:31:52,https://newyork.craigslist.org/lgi/pts/d/brightwaters-chevelle-350-2bbl-air/7802925006.html,auto parts,pta,10
42,rochester,"Saturn Ion, Headlights",7808085719,30,6-Dec,"Greece, NY",15/01/2025 09:42:15,https://rochester.craigslist.org/pts/d/rochester-saturn-ion-headlights/7808085719.html,auto parts,pta,15
36,elmira,chevy silverado parts,7813964098,0,28-Dec,big flats,14/01/2025 17:23:08,https://elmira.craigslist.org/pts/d/pine-city-chevy-silverado-parts/7813964098.html,auto parts,pta,5
109,newyork,(1) ONE NEW Bridgestone Dueler A/T RH-S Tire 255/70R18 113T,7812747261,175,13-Jan,"Rego Park, Queens",15/01/2025 01:18:05,https://newyork.craigslist.org/que/pts/d/rego-park-one-new-bridgestone-dueler-t/7812747261.html,auto parts,pta,40
43,newyork,1st gen Tacoma bed,7811691929,200,19-Dec,White Plains,15/01/2025 01:30:56,https://newyork.craigslist.org/brk/pts/d/white-plains-1st-gen-tacoma-bed/7811691929.html,auto parts,pta,20
29,albany,2015-2024 F150 Husky Front Floor Liners 53341,7817905452,90,13-Jan,Johnstown,14/01/2025 11:58:49,https://albany.craigslist.org/pts/d/johnstown-f150-husky-front-floor-liners/7817905452.html,auto parts,pta,1
28,newyork,1970'S CADILLAC SEAT TRACK  GM SEAT MOTOR AND TRANSMISSION CABLES,7813262024,150,14-Jan,New york,15/01/2025 01:17:05,https://newyork.craigslist.org/lgi/pts/d/howard-beach-1970s-cadillac-seat-track/7813262024.html,auto parts,pta,1
24,longisland,Islip Speedway 1/8 mile drag race trophy,7803014409,20,9-Dec,Miller Place,14/01/2025 22:32:34,https://longisland.craigslist.org/pts/d/miller-place-islip-speedway-8-mile-drag/7803014409.html,auto parts,pta,1
104,longisland,Bronco passenger side glass 80-96,7812192179,125,7-Jan,Huntington,14/01/2025 22:29:24,https://longisland.craigslist.org/pts/d/huntington-station-bronco-passenger/7812192179.html,auto parts,pta,1
58,newyork,2005 Honda odyssey,7807428399,1500,31-Dec,Brooklyn,15/01/2025 01:27:40,https://newyork.craigslist.org/brk/pts/d/brooklyn-2005-honda-odyssey/7807428399.html,auto parts,pta,1
21,newyork,Girls princess tshirt handmade 4t/5t,7814906529,10,2-Jan,Norwalk,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/norwalk-girls-princess-tshirt-handmade/7814906529.html,aviation,ava,1
13,longisland,TURBO Mooney M22 #1,7808660602,135000,12/8Edgewood NM Airport (1N1,,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/new-hyde-park-turbo-mooney-m22/7808660602.html,aviation,ava,1
6,syracuse,Rc plane,7802672828,150,14-Dec,,15/01/2025 11:27:01,https://syracuse.craigslist.org/avo/d/morrisville-rc-plane/7802672828.html,aviation,ava,1
5,buffalo,Turbine oil,7806497378,10,30-Nov,Darien,14/01/2025 14:13:48,https://buffalo.craigslist.org/avo/d/darien-center-turbine-oil/7806497378.html,aviation,ava,1
40,newyork,"B737 Full Flight Simulator for Sale (Non-Certified, Entertainment Use)",7810596967,550000,15-Dec,New York,15/01/2025 01:32:53,https://newyork.craigslist.org/mnh/avd/d/new-york-b737-full-flight-simulator-for/7810596967.html,aviation,ava,1
0,plattsburgh,7AC Aeronca,7818362344,20750,14-Jan,Lake Clear,15/01/2025 07:55:33,https://plattsburgh.craigslist.org/avo/d/saranac-lake-7ac-aeronca/7818362344.html,aviation,ava,1
23,newyork,Heart design girls tshirt handmade 4t/5t,7814906376,10,2-Jan,Norwalk,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/norwalk-heart-design-girls-tshirt/7814906376.html,aviation,ava,1
1,newyork,NEW YORK CITY BROOKLYN BRIDGE,7812476458,20,6h ,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-new-york-city-brooklyn-bridge/7812476458.html,aviation,ava,26
10,albany,"US Marine Corp Art Collection-3 Aviation Prints, 16""x20""",7812274536,60,21-Dec,Niskayuna,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/schenectady-us-marine-corp-art/7812274536.html,aviation,ava,1
0,albany,Military  K-28 Coverall [flight suit],7817392727,60,7h ,Ballston Spa,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/ballston-spa-military-28-coverall/7817392727.html,aviation,ava,61
4,longisland,Spinner,7816370042,500,7-Jan,Deer Park,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/deer-park-spinner/7816370042.html,aviation,ava,1
34,newyork,Aviation lithographs,7811703081,199,19-Dec,Midtown East,15/01/2025 01:32:53,https://newyork.craigslist.org/mnh/avo/d/new-york-aviation-lithographs/7811703081.html,aviation,ava,1
6,newyork,"LUGGAGE  14""X  21""",7818347219,20,8h ,Riverdale the Bronx,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-luggage-14x-21/7818347219.html,aviation,ava,50
2,hudsonvalley,New Shed Pal Cordless Pet Vac As Seen On TV For Cats & Dogs,7813094578,20,25-Dec,Rockland County,14/01/2025 19:55:02,https://hudsonvalley.craigslist.org/avo/d/garnerville-new-shed-pal-cordless-pet/7813094578.html,aviation,ava,70
3,newyork,BOARDING BARREL  BAG,7814728896,40,7h ,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-boarding-barrel-bag/7814728896.html,aviation,ava,1
4,albany,COX 049 CESSNA 182 SKYLANE,7815612371,250,4-Jan,ALBANY,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/albany-cox-049-cessna-182-skylane/7815612371.html,aviation,ava,1
0,fingerlakes,"Howard Hughes, 12 Cassette Set, Books on Tape. OVER 80% OFF!",7816256089,5,6-Jan,AUBURN,14/01/2025 18:34:29,https://fingerlakes.craigslist.org/avo/d/auburn-howard-hughes-12-cassette-set/7816256089.html,aviation,ava,65
12,albany,VFR OR IFR Pilot Trifold Knee Pad,7800687966,15,8-Dec,Colonie,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/latham-vfr-or-ifr-pilot-trifold-knee-pad/7800687966.html,aviation,ava,1
2,syracuse,"RCAirplanes, LG. scale planes&parts",7815455491,100,3-Jan,"Canastota, NY",15/01/2025 11:27:01,https://syracuse.craigslist.org/avo/d/canastota-rcairplanes-lg-scale/7815455491.html,aviation,ava,1
32,newyork,Remote Controlled Aircraft,7806780245,150,30-Dec,Bay Ridge Brooklyn,15/01/2025 01:32:53,https://newyork.craigslist.org/brk/avo/d/brooklyn-remote-controlled-aircraft/7806780245.html,aviation,ava,1
8,newyork,rc airplane controller make offer,7814563720,110,14-Jan,bronx,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-rc-airplane-controller-make-offer/7814563720.html,aviation,ava,1
29,newyork,"Boys ""Prince"" printed handmade 4t/5t tshirt",7814854377,10,1-Jan,Norwalk,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/norwalk-boys-prince-printed-handmade-4t/7814854377.html,aviation,ava,5
27,newyork,Girls handmade quote tshirt 4t/5t,7814854711,10,1-Jan,Norwalk,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/norwalk-girls-handmade-quote-tshirt-4t/7814854711.html,aviation,ava,5
2,buffalo,Large suite case,7817080229,50,9-Jan,Java Center,14/01/2025 14:13:48,https://buffalo.craigslist.org/avo/d/java-center-large-suite-case/7817080229.html,aviation,ava,1
12,longisland,"Rescue raft, never inflated",7809236709,350,10-Dec,Farmingdale,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/farmingdale-rescue-raft-never-inflated/7809236709.html,aviation,ava,60
6,longisland,A20 Headset dual plugs,7815937851,500,5-Jan,East Setauket,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/east-setauket-a20-headset-dual-plugs/7815937851.html,aviation,ava,65
9,albany,"US Air Force Fairchild Republic A-10 Warthog 4 Color Photos/Prints,",7812274623,40,21-Dec,Niskayuna,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/schenectady-us-air-force-fairchild/7812274623.html,aviation,ava,5
39,newyork,BENDIX/KING KPI553 HSI PN 066-3027-20,7810843547,2950,16-Dec,STAMFORD,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/stamford-bendix-king-kpi553-hsi-pn/7810843547.html,aviation,ava,65
11,albany,"WW1 Aviation Print, Sopwith Camel Triplane ""Black Prince"" 16""x20""",7812274467,20,21-Dec,Niskayuna,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/schenectady-ww1-aviation-print-sopwith/7812274467.html,aviation,ava,5
24,newyork,Handmade tshirt girls 4t/5t,7814906276,10,2-Jan,Norwalk,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/norwalk-handmade-tshirt-girls-4t-5t/7814906276.html,aviation,ava,35
0,utica,1934 Stearman Bi-Plane Bank,7808145106,25,29-Dec,UTICA,15/01/2025 13:36:24,https://utica.craigslist.org/avo/d/yorkville-1934-stearman-bi-plane-bank/7808145106.html,aviation,ava,1
3,longisland,Helicopter dolly,7815451337,500,7-Jan,Calverton,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/calverton-helicopter-dolly/7815451337.html,aviation,ava,1
1,longisland,1956 DeHavilland Super Chipmunk Single Engine Airplane RARE!,7814510794,135000,13-Jan,Bayport,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/west-islip-1956-dehavilland-super/7814510794.html,aviation,ava,1
0,syracuse,Federal Aviation Works A2500 Skis,7809715863,2500,4-Jan,Sylvan Beach,15/01/2025 11:27:01,https://syracuse.craigslist.org/avo/d/verona-beach-federal-aviation-works/7809715863.html,aviation,ava,1
5,albany,Rc helicopter metal body (new),7806787028,180,21-Dec,Brunswick,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/troy-rc-helicopter-metal-body-new/7806787028.html,aviation,ava,20
4,newyork,NEW YORK CITY BROOKLYN BRIDGE,7814225564,20,7h ,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-new-york-city-brooklyn-bridge/7814225564.html,aviation,ava,1
28,newyork,Unisex tshirt 4t/5t,7814854545,10,1-Jan,Norwalk,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/norwalk-unisex-tshirt-4t-5t/7814854545.html,aviation,ava,1
8,longisland,A30 Bluetooth Headset,7815277594,1000,3-Jan,Locust Valley,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/locust-valley-a30-bluetooth-headset/7815277594.html,aviation,ava,1
3,buffalo,Pilot Gear,7810375011,225,14-Dec,Buffalo,14/01/2025 14:13:48,https://buffalo.craigslist.org/avo/d/buffalo-pilot-gear/7810375011.html,aviation,ava,1
31,newyork,A30 headset,7814619820,900,31-Dec,Sea Cliff,15/01/2025 01:32:53,https://newyork.craigslist.org/lgi/avo/d/sea-cliff-a30-headset/7814619820.html,aviation,ava,1
7,longisland,Aeroshell 15w50 Oil 15 qts,7808526573,150,3-Jan,Huntington,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/farmingdale-aeroshell-15w50-oil-15-qts/7808526573.html,aviation,ava,20
7,albany,"1969 World War 1 Eagles..Series 1, Lot of 3 Color Aviation  Prints",7812274756,75,21-Dec,Niskayuna,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/schenectady-1969-world-war-eaglesseries/7812274756.html,aviation,ava,40
14,newyork,Vought F4U Corsair,7811808366,125,13-Jan,Ridgewood,15/01/2025 01:32:53,https://newyork.craigslist.org/que/avo/d/ridgewood-vought-f4u-corsair/7811808366.html,aviation,ava,5
0,longisland,FRANKLIN 6cyl. 6ACV-403 BELL47 helicopter Engine 0-405-9,7814510736,2000,13-Jan,Bayport,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/bayport-franklin-6cyl-6acv-403-bell47/7814510736.html,aviation,ava,5
0,elmira,14-15' Single pin Piper jumper cables,7816546798,100,7-Jan,,14/01/2025 17:23:53,https://elmira.craigslist.org/avo/d/watkins-glen-single-pin-piper-jumper/7816546798.html,aviation,ava,5
38,newyork,JEPPESEN AIRWAY MANUAL BINDERS AND FLIGHT CASES,7810843666,0,16-Dec,STAMFORD,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/stamford-jeppesen-airway-manual-binders/7810843666.html,aviation,ava,90
1,hudsonvalley,8 QTS AVIATION OIL,7816849846,40,12-Jan,CATSKILL,14/01/2025 19:55:02,https://hudsonvalley.craigslist.org/avo/d/catskill-qts-aviation-oil/7816849846.html,aviation,ava,45
12,newyork,THE ALL AMERICAN EAGLE,7814959576,15,13-Jan,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-the-all-american-eagle/7814959576.html,aviation,ava,3
0,buffalo,Professional Aircraft Detailing,7816520096,100,6h ,Buffalo,14/01/2025 14:13:48,https://buffalo.craigslist.org/avo/d/buffalo-professional-aircraft-detailing/7816520096.html,aviation,ava,2
0,hudsonvalley,1950's McCOY 19 Red Head Control Line Nitro Model AIRPLANE Engine,7818231801,200,8h ,Rockland County,14/01/2025 19:55:02,https://hudsonvalley.craigslist.org/avo/d/garnerville-1950s-mccoy-19-red-head/7818231801.html,aviation,ava,5
3,albany,"3DR IRIS+ Drone. New with case and batteries,controller.",7814066812,360,9-Jan,Brunswick,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/troy-3dr-iris-drone-new-with-case-and/7814066812.html,aviation,ava,20
4,buffalo,RC PLANE Gas engine,7806604249,200,30-Nov,Tonawanda,14/01/2025 14:13:48,https://buffalo.craigslist.org/avo/d/tonawanda-rc-plane-gas-engine/7806604249.html,aviation,ava,10
11,longisland,Gulfstream G250 Business Passenger Jet Poster,7806454406,15,28-Dec,West Babylon,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/west-babylon-gulfstream-g250-business/7806454406.html,aviation,ava,5
8,albany,"US Marine Corps Art Collection Print-Huey Helicopter, 16""x20""",7812274684,20,21-Dec,Niskayuna,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/schenectady-us-marine-corps-art/7812274684.html,aviation,ava,10
35,newyork,Lockheed Tristar Metal diecast model,7811704814,90,19-Dec,Midtown East,15/01/2025 01:32:53,https://newyork.craigslist.org/mnh/avo/d/new-york-lockheed-tristar-metal-diecast/7811704814.html,aviation,ava,15
6,albany,"Bradford Aviation Prints, Lot of 8, Unframed, 16x20",7812274853,180,21-Dec,Niskayuna,14/01/2025 12:02:21,https://albany.craigslist.org/avo/d/schenectady-bradford-aviation-prints/7812274853.html,aviation,ava,10
37,newyork,DAVID CLARK HEADSETS,7810843782,175,16-Dec,STAMFORD,15/01/2025 01:32:53,https://newyork.craigslist.org/fct/avo/d/stamford-david-clark-headsets/7810843782.html,aviation,ava,10
9,longisland,Lightspeed Tango Headset,7815211437,500,3-Jan,Locust Valley,14/01/2025 22:34:06,https://longisland.craigslist.org/avo/d/locust-valley-lightspeed-tango-headset/7815211437.html,aviation,ava,10
0,rochester,"Beechcraft B18 series Flaps,alerons",7815879101,250,13-Jan,fillmore,15/01/2025 09:43:00,https://rochester.craigslist.org/avo/d/fillmore-beechcraft-b18-series/7815879101.html,aviation,ava,10
15,newyork,COLLECTIBLE BACK PACK,7814746154,60,12-Jan,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-collectible-back-pack/7814746154.html,aviation,ava,10
0,watertown,Wood Carved De Havilland Beaver,7817711176,25,12-Jan,Great Bend,15/01/2025 14:14:55,https://watertown.craigslist.org/avo/d/great-bend-wood-carved-de-havilland/7817711176.html,aviation,ava,1
13,newyork,THE ALL AMERICAN EAGLE,7814959446,15,13-Jan,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-the-all-american-eagle/7814959446.html,aviation,ava,1
2,newyork,BOARDING BARREL  BAG,7818372301,40,6h ,RIVERDALE THE BRONX,15/01/2025 01:32:53,https://newyork.craigslist.org/brx/avo/d/bronx-boarding-barrel-bag/7818372301.html,aviation,ava,1
9,newyork,"B737 Full Flight Simulator for Sale (Non-Certified, Entertainment Use)",7818154290,550000,14-Jan,New York,15/01/2025 01:32:53,https://newyork.craigslist.org/mnh/avd/d/new-york-b737-full-flight-simulator-for/7818154290.html,aviation,ava,1
